 electric dipole polarizability:    8.9936574273677820E-005
 m1, energy weight E*R sum:         1.1018463140226243E-002
 m0, R(E) sum:                      3.0241954376363227E-004
 centroid m1/m0:                    36.434362022707603     
               E                R(E)           photodisintegration cross section
          0.00000000          0.00000261          0.00000000
          0.10000000          0.00000262          0.00000011
          0.20000000          0.00000262          0.00000021
          0.30000000          0.00000263          0.00000032
          0.40000000          0.00000263          0.00000042
          0.50000000          0.00000263          0.00000053
          0.60000000          0.00000264          0.00000064
          0.70000000          0.00000264          0.00000074
          0.80000000          0.00000265          0.00000085
          0.90000000          0.00000265          0.00000096
          1.00000000          0.00000266          0.00000107
          1.10000000          0.00000266          0.00000118
          1.20000000          0.00000266          0.00000129
          1.30000000          0.00000267          0.00000140
          1.40000000          0.00000267          0.00000151
          1.50000000          0.00000268          0.00000162
          1.60000000          0.00000268          0.00000173
          1.70000000          0.00000269          0.00000184
          1.80000000          0.00000269          0.00000195
          1.90000000          0.00000269          0.00000206
          2.00000000          0.00000270          0.00000217
          2.10000000          0.00000270          0.00000228
          2.20000000          0.00000271          0.00000240
          2.30000000          0.00000271          0.00000251
          2.40000000          0.00000272          0.00000262
          2.50000000          0.00000272          0.00000274
          2.60000000          0.00000273          0.00000285
          2.70000000          0.00000273          0.00000297
          2.80000000          0.00000273          0.00000308
          2.90000000          0.00000274          0.00000320
          3.00000000          0.00000274          0.00000331
          3.10000000          0.00000275          0.00000343
          3.20000000          0.00000275          0.00000354
          3.30000000          0.00000276          0.00000366
          3.40000000          0.00000276          0.00000378
          3.50000000          0.00000277          0.00000389
          3.60000000          0.00000277          0.00000401
          3.70000000          0.00000278          0.00000413
          3.80000000          0.00000278          0.00000425
          3.90000000          0.00000278          0.00000437
          4.00000000          0.00000279          0.00000449
          4.10000000          0.00000279          0.00000461
          4.20000000          0.00000280          0.00000473
          4.30000000          0.00000280          0.00000485
          4.40000000          0.00000281          0.00000497
          4.50000000          0.00000281          0.00000509
          4.60000000          0.00000282          0.00000521
          4.70000000          0.00000282          0.00000534
          4.80000000          0.00000283          0.00000546
          4.90000000          0.00000283          0.00000558
          5.00000000          0.00000284          0.00000570
          5.10000000          0.00000284          0.00000583
          5.20000000          0.00000285          0.00000595
          5.30000000          0.00000285          0.00000608
          5.40000000          0.00000286          0.00000620
          5.50000000          0.00000286          0.00000633
          5.60000000          0.00000287          0.00000645
          5.70000000          0.00000287          0.00000658
          5.80000000          0.00000287          0.00000671
          5.90000000          0.00000288          0.00000683
          6.00000000          0.00000288          0.00000696
          6.10000000          0.00000289          0.00000709
          6.20000000          0.00000289          0.00000722
          6.30000000          0.00000290          0.00000735
          6.40000000          0.00000290          0.00000748
          6.50000000          0.00000291          0.00000761
          6.60000000          0.00000291          0.00000774
          6.70000000          0.00000292          0.00000787
          6.80000000          0.00000292          0.00000800
          6.90000000          0.00000293          0.00000813
          7.00000000          0.00000293          0.00000826
          7.10000000          0.00000294          0.00000839
          7.20000000          0.00000294          0.00000853
          7.30000000          0.00000295          0.00000866
          7.40000000          0.00000295          0.00000879
          7.50000000          0.00000296          0.00000893
          7.60000000          0.00000296          0.00000906
          7.70000000          0.00000297          0.00000920
          7.80000000          0.00000297          0.00000933
          7.90000000          0.00000298          0.00000947
          8.00000000          0.00000298          0.00000960
          8.10000000          0.00000299          0.00000974
          8.20000000          0.00000299          0.00000988
          8.30000000          0.00000300          0.00001002
          8.40000000          0.00000300          0.00001015
          8.50000000          0.00000301          0.00001029
          8.60000000          0.00000302          0.00001043
          8.70000000          0.00000302          0.00001057
          8.80000000          0.00000303          0.00001071
          8.90000000          0.00000303          0.00001085
          9.00000000          0.00000304          0.00001099
          9.10000000          0.00000304          0.00001113
          9.20000000          0.00000305          0.00001128
          9.30000000          0.00000305          0.00001142
          9.40000000          0.00000306          0.00001156
          9.50000000          0.00000306          0.00001170
          9.60000000          0.00000307          0.00001185
          9.70000000          0.00000307          0.00001199
          9.80000000          0.00000308          0.00001214
          9.90000000          0.00000308          0.00001228
         10.00000000          0.00000309          0.00001243
         10.10000000          0.00000310          0.00001257
         10.20000000          0.00000310          0.00001272
         10.30000000          0.00000311          0.00001287
         10.40000000          0.00000311          0.00001302
         10.50000000          0.00000312          0.00001316
         10.60000000          0.00000312          0.00001331
         10.70000000          0.00000313          0.00001346
         10.80000000          0.00000313          0.00001361
         10.90000000          0.00000314          0.00001376
         11.00000000          0.00000314          0.00001391
         11.10000000          0.00000315          0.00001406
         11.20000000          0.00000316          0.00001422
         11.30000000          0.00000316          0.00001437
         11.40000000          0.00000317          0.00001452
         11.50000000          0.00000317          0.00001467
         11.60000000          0.00000318          0.00001483
         11.70000000          0.00000318          0.00001498
         11.80000000          0.00000319          0.00001514
         11.90000000          0.00000319          0.00001529
         12.00000000          0.00000320          0.00001545
         12.10000000          0.00000321          0.00001561
         12.20000000          0.00000321          0.00001576
         12.30000000          0.00000322          0.00001592
         12.40000000          0.00000322          0.00001608
         12.50000000          0.00000323          0.00001624
         12.60000000          0.00000323          0.00001640
         12.70000000          0.00000324          0.00001656
         12.80000000          0.00000325          0.00001672
         12.90000000          0.00000325          0.00001688
         13.00000000          0.00000326          0.00001704
         13.10000000          0.00000326          0.00001720
         13.20000000          0.00000327          0.00001736
         13.30000000          0.00000328          0.00001753
         13.40000000          0.00000328          0.00001769
         13.50000000          0.00000329          0.00001785
         13.60000000          0.00000329          0.00001802
         13.70000000          0.00000330          0.00001818
         13.80000000          0.00000331          0.00001835
         13.90000000          0.00000331          0.00001852
         14.00000000          0.00000332          0.00001868
         14.10000000          0.00000332          0.00001885
         14.20000000          0.00000333          0.00001902
         14.30000000          0.00000334          0.00001919
         14.40000000          0.00000334          0.00001936
         14.50000000          0.00000335          0.00001953
         14.60000000          0.00000335          0.00001970
         14.70000000          0.00000336          0.00001987
         14.80000000          0.00000337          0.00002004
         14.90000000          0.00000337          0.00002021
         15.00000000          0.00000338          0.00002038
         15.10000000          0.00000338          0.00002056
         15.20000000          0.00000339          0.00002073
         15.30000000          0.00000340          0.00002091
         15.40000000          0.00000340          0.00002108
         15.50000000          0.00000341          0.00002126
         15.60000000          0.00000342          0.00002143
         15.70000000          0.00000342          0.00002161
         15.80000000          0.00000343          0.00002179
         15.90000000          0.00000343          0.00002197
         16.00000000          0.00000344          0.00002215
         16.10000000          0.00000345          0.00002233
         16.20000000          0.00000345          0.00002251
         16.30000000          0.00000346          0.00002269
         16.40000000          0.00000347          0.00002287
         16.50000000          0.00000347          0.00002305
         16.60000000          0.00000348          0.00002323
         16.70000000          0.00000349          0.00002342
         16.80000000          0.00000349          0.00002360
         16.90000000          0.00000350          0.00002379
         17.00000000          0.00000351          0.00002397
         17.10000000          0.00000351          0.00002416
         17.20000000          0.00000352          0.00002434
         17.30000000          0.00000353          0.00002453
         17.40000000          0.00000353          0.00002472
         17.50000000          0.00000354          0.00002491
         17.60000000          0.00000354          0.00002510
         17.70000000          0.00000355          0.00002529
         17.80000000          0.00000356          0.00002548
         17.90000000          0.00000356          0.00002567
         18.00000000          0.00000357          0.00002586
         18.10000000          0.00000358          0.00002605
         18.20000000          0.00000359          0.00002625
         18.30000000          0.00000359          0.00002644
         18.40000000          0.00000360          0.00002663
         18.50000000          0.00000361          0.00002683
         18.60000000          0.00000361          0.00002703
         18.70000000          0.00000362          0.00002722
         18.80000000          0.00000363          0.00002742
         18.90000000          0.00000363          0.00002762
         19.00000000          0.00000364          0.00002782
         19.10000000          0.00000365          0.00002802
         19.20000000          0.00000365          0.00002822
         19.30000000          0.00000366          0.00002842
         19.40000000          0.00000367          0.00002862
         19.50000000          0.00000367          0.00002882
         19.60000000          0.00000368          0.00002902
         19.70000000          0.00000369          0.00002923
         19.80000000          0.00000370          0.00002943
         19.90000000          0.00000370          0.00002964
         20.00000000          0.00000371          0.00002984
         20.10000000          0.00000372          0.00003005
         20.20000000          0.00000372          0.00003026
         20.30000000          0.00000373          0.00003047
         20.40000000          0.00000374          0.00003068
         20.50000000          0.00000375          0.00003089
         20.60000000          0.00000375          0.00003110
         20.70000000          0.00000376          0.00003131
         20.80000000          0.00000377          0.00003152
         20.90000000          0.00000377          0.00003173
         21.00000000          0.00000378          0.00003195
         21.10000000          0.00000379          0.00003216
         21.20000000          0.00000380          0.00003237
         21.30000000          0.00000380          0.00003259
         21.40000000          0.00000381          0.00003281
         21.50000000          0.00000382          0.00003302
         21.60000000          0.00000383          0.00003324
         21.70000000          0.00000383          0.00003346
         21.80000000          0.00000384          0.00003368
         21.90000000          0.00000385          0.00003390
         22.00000000          0.00000386          0.00003412
         22.10000000          0.00000386          0.00003435
         22.20000000          0.00000387          0.00003457
         22.30000000          0.00000388          0.00003479
         22.40000000          0.00000389          0.00003502
         22.50000000          0.00000389          0.00003524
         22.60000000          0.00000390          0.00003547
         22.70000000          0.00000391          0.00003569
         22.80000000          0.00000392          0.00003592
         22.90000000          0.00000392          0.00003615
         23.00000000          0.00000393          0.00003638
         23.10000000          0.00000394          0.00003661
         23.20000000          0.00000395          0.00003684
         23.30000000          0.00000396          0.00003707
         23.40000000          0.00000396          0.00003731
         23.50000000          0.00000397          0.00003754
         23.60000000          0.00000398          0.00003778
         23.70000000          0.00000399          0.00003801
         23.80000000          0.00000400          0.00003825
         23.90000000          0.00000400          0.00003848
         24.00000000          0.00000401          0.00003872
         24.10000000          0.00000402          0.00003896
         24.20000000          0.00000403          0.00003920
         24.30000000          0.00000404          0.00003944
         24.40000000          0.00000404          0.00003968
         24.50000000          0.00000405          0.00003993
         24.60000000          0.00000406          0.00004017
         24.70000000          0.00000407          0.00004041
         24.80000000          0.00000408          0.00004066
         24.90000000          0.00000408          0.00004090
         25.00000000          0.00000409          0.00004115
         25.10000000          0.00000410          0.00004140
         25.20000000          0.00000411          0.00004165
         25.30000000          0.00000412          0.00004190
         25.40000000          0.00000413          0.00004215
         25.50000000          0.00000413          0.00004240
         25.60000000          0.00000414          0.00004265
         25.70000000          0.00000415          0.00004291
         25.80000000          0.00000416          0.00004316
         25.90000000          0.00000417          0.00004342
         26.00000000          0.00000418          0.00004367
         26.10000000          0.00000418          0.00004393
         26.20000000          0.00000419          0.00004419
         26.30000000          0.00000420          0.00004445
         26.40000000          0.00000421          0.00004471
         26.50000000          0.00000422          0.00004497
         26.60000000          0.00000423          0.00004523
         26.70000000          0.00000424          0.00004549
         26.80000000          0.00000424          0.00004576
         26.90000000          0.00000425          0.00004602
         27.00000000          0.00000426          0.00004629
         27.10000000          0.00000427          0.00004655
         27.20000000          0.00000428          0.00004682
         27.30000000          0.00000429          0.00004709
         27.40000000          0.00000430          0.00004736
         27.50000000          0.00000431          0.00004763
         27.60000000          0.00000431          0.00004790
         27.70000000          0.00000432          0.00004818
         27.80000000          0.00000433          0.00004845
         27.90000000          0.00000434          0.00004873
         28.00000000          0.00000435          0.00004900
         28.10000000          0.00000436          0.00004928
         28.20000000          0.00000437          0.00004956
         28.30000000          0.00000438          0.00004984
         28.40000000          0.00000439          0.00005012
         28.50000000          0.00000440          0.00005040
         28.60000000          0.00000441          0.00005068
         28.70000000          0.00000441          0.00005096
         28.80000000          0.00000442          0.00005125
         28.90000000          0.00000443          0.00005153
         29.00000000          0.00000444          0.00005182
         29.10000000          0.00000445          0.00005211
         29.20000000          0.00000446          0.00005240
         29.30000000          0.00000447          0.00005269
         29.40000000          0.00000448          0.00005298
         29.50000000          0.00000449          0.00005327
         29.60000000          0.00000450          0.00005356
         29.70000000          0.00000451          0.00005386
         29.80000000          0.00000452          0.00005416
