 electric dipole polarizability:    1.3042524895066915E-004
 m1, energy weight E*R sum:         1.4926260708648850E-002
 m0, R(E) sum:                      4.1778005720060680E-004
 centroid m1/m0:                    35.727556764351867     
               E                R(E)           photodisintegration cross section
          0.00000000          0.00000388          0.00000000
          0.10000000          0.00000389          0.00000016
          0.20000000          0.00000390          0.00000031
          0.30000000          0.00000390          0.00000047
          0.40000000          0.00000391          0.00000063
          0.50000000          0.00000391          0.00000079
          0.60000000          0.00000392          0.00000095
          0.70000000          0.00000392          0.00000111
          0.80000000          0.00000393          0.00000126
          0.90000000          0.00000394          0.00000143
          1.00000000          0.00000394          0.00000159
          1.10000000          0.00000395          0.00000175
          1.20000000          0.00000395          0.00000191
          1.30000000          0.00000396          0.00000207
          1.40000000          0.00000397          0.00000223
          1.50000000          0.00000397          0.00000240
          1.60000000          0.00000398          0.00000256
          1.70000000          0.00000398          0.00000272
          1.80000000          0.00000399          0.00000289
          1.90000000          0.00000400          0.00000305
          2.00000000          0.00000400          0.00000322
          2.10000000          0.00000401          0.00000339
          2.20000000          0.00000401          0.00000355
          2.30000000          0.00000402          0.00000372
          2.40000000          0.00000403          0.00000389
          2.50000000          0.00000403          0.00000405
          2.60000000          0.00000404          0.00000422
          2.70000000          0.00000404          0.00000439
          2.80000000          0.00000405          0.00000456
          2.90000000          0.00000406          0.00000473
          3.00000000          0.00000406          0.00000490
          3.10000000          0.00000407          0.00000507
          3.20000000          0.00000407          0.00000524
          3.30000000          0.00000408          0.00000542
          3.40000000          0.00000409          0.00000559
          3.50000000          0.00000409          0.00000576
          3.60000000          0.00000410          0.00000594
          3.70000000          0.00000411          0.00000611
          3.80000000          0.00000411          0.00000629
          3.90000000          0.00000412          0.00000646
          4.00000000          0.00000412          0.00000664
          4.10000000          0.00000413          0.00000681
          4.20000000          0.00000414          0.00000699
          4.30000000          0.00000414          0.00000717
          4.40000000          0.00000415          0.00000734
          4.50000000          0.00000416          0.00000752
          4.60000000          0.00000416          0.00000770
          4.70000000          0.00000417          0.00000788
          4.80000000          0.00000418          0.00000806
          4.90000000          0.00000418          0.00000824
          5.00000000          0.00000419          0.00000842
          5.10000000          0.00000419          0.00000860
          5.20000000          0.00000420          0.00000879
          5.30000000          0.00000421          0.00000897
          5.40000000          0.00000421          0.00000915
          5.50000000          0.00000422          0.00000934
          5.60000000          0.00000423          0.00000952
          5.70000000          0.00000423          0.00000971
          5.80000000          0.00000424          0.00000989
          5.90000000          0.00000425          0.00001008
          6.00000000          0.00000425          0.00001026
          6.10000000          0.00000426          0.00001045
          6.20000000          0.00000427          0.00001064
          6.30000000          0.00000427          0.00001083
          6.40000000          0.00000428          0.00001102
          6.50000000          0.00000429          0.00001121
          6.60000000          0.00000429          0.00001140
          6.70000000          0.00000430          0.00001159
          6.80000000          0.00000431          0.00001178
          6.90000000          0.00000431          0.00001197
          7.00000000          0.00000432          0.00001216
          7.10000000          0.00000433          0.00001235
          7.20000000          0.00000433          0.00001255
          7.30000000          0.00000434          0.00001274
          7.40000000          0.00000435          0.00001294
          7.50000000          0.00000435          0.00001313
          7.60000000          0.00000436          0.00001333
          7.70000000          0.00000437          0.00001352
          7.80000000          0.00000437          0.00001372
          7.90000000          0.00000438          0.00001392
          8.00000000          0.00000439          0.00001412
          8.10000000          0.00000439          0.00001432
          8.20000000          0.00000440          0.00001452
          8.30000000          0.00000441          0.00001472
          8.40000000          0.00000441          0.00001492
          8.50000000          0.00000442          0.00001512
          8.60000000          0.00000443          0.00001532
          8.70000000          0.00000444          0.00001552
          8.80000000          0.00000444          0.00001573
          8.90000000          0.00000445          0.00001593
          9.00000000          0.00000446          0.00001613
          9.10000000          0.00000446          0.00001634
          9.20000000          0.00000447          0.00001655
          9.30000000          0.00000448          0.00001675
          9.40000000          0.00000449          0.00001696
          9.50000000          0.00000449          0.00001717
          9.60000000          0.00000450          0.00001737
          9.70000000          0.00000451          0.00001758
          9.80000000          0.00000451          0.00001779
          9.90000000          0.00000452          0.00001800
         10.00000000          0.00000453          0.00001821
         10.10000000          0.00000454          0.00001843
         10.20000000          0.00000454          0.00001864
         10.30000000          0.00000455          0.00001885
         10.40000000          0.00000456          0.00001906
         10.50000000          0.00000456          0.00001928
         10.60000000          0.00000457          0.00001949
         10.70000000          0.00000458          0.00001971
         10.80000000          0.00000459          0.00001992
         10.90000000          0.00000459          0.00002014
         11.00000000          0.00000460          0.00002036
         11.10000000          0.00000461          0.00002058
         11.20000000          0.00000462          0.00002080
         11.30000000          0.00000462          0.00002102
         11.40000000          0.00000463          0.00002124
         11.50000000          0.00000464          0.00002146
         11.60000000          0.00000465          0.00002168
         11.70000000          0.00000465          0.00002190
         11.80000000          0.00000466          0.00002212
         11.90000000          0.00000467          0.00002235
         12.00000000          0.00000468          0.00002257
         12.10000000          0.00000468          0.00002280
         12.20000000          0.00000469          0.00002302
         12.30000000          0.00000470          0.00002325
         12.40000000          0.00000471          0.00002347
         12.50000000          0.00000471          0.00002370
         12.60000000          0.00000472          0.00002393
         12.70000000          0.00000473          0.00002416
         12.80000000          0.00000474          0.00002439
         12.90000000          0.00000474          0.00002462
         13.00000000          0.00000475          0.00002485
         13.10000000          0.00000476          0.00002508
         13.20000000          0.00000477          0.00002532
         13.30000000          0.00000478          0.00002555
         13.40000000          0.00000478          0.00002578
         13.50000000          0.00000479          0.00002602
         13.60000000          0.00000480          0.00002626
         13.70000000          0.00000481          0.00002649
         13.80000000          0.00000482          0.00002673
         13.90000000          0.00000482          0.00002697
         14.00000000          0.00000483          0.00002721
         14.10000000          0.00000484          0.00002745
         14.20000000          0.00000485          0.00002769
         14.30000000          0.00000486          0.00002793
         14.40000000          0.00000486          0.00002817
         14.50000000          0.00000487          0.00002841
         14.60000000          0.00000488          0.00002865
         14.70000000          0.00000489          0.00002890
         14.80000000          0.00000490          0.00002914
         14.90000000          0.00000490          0.00002939
         15.00000000          0.00000491          0.00002963
         15.10000000          0.00000492          0.00002988
         15.20000000          0.00000493          0.00003013
         15.30000000          0.00000494          0.00003038
         15.40000000          0.00000494          0.00003063
         15.50000000          0.00000495          0.00003088
         15.60000000          0.00000496          0.00003113
         15.70000000          0.00000497          0.00003138
         15.80000000          0.00000498          0.00003163
         15.90000000          0.00000499          0.00003189
         16.00000000          0.00000499          0.00003214
         16.10000000          0.00000500          0.00003240
         16.20000000          0.00000501          0.00003265
         16.30000000          0.00000502          0.00003291
         16.40000000          0.00000503          0.00003317
         16.50000000          0.00000504          0.00003343
         16.60000000          0.00000504          0.00003368
         16.70000000          0.00000505          0.00003394
         16.80000000          0.00000506          0.00003421
         16.90000000          0.00000507          0.00003447
         17.00000000          0.00000508          0.00003473
         17.10000000          0.00000509          0.00003499
         17.20000000          0.00000510          0.00003526
         17.30000000          0.00000510          0.00003552
         17.40000000          0.00000511          0.00003579
         17.50000000          0.00000512          0.00003605
         17.60000000          0.00000513          0.00003632
         17.70000000          0.00000514          0.00003659
         17.80000000          0.00000515          0.00003686
         17.90000000          0.00000516          0.00003713
         18.00000000          0.00000517          0.00003740
         18.10000000          0.00000517          0.00003767
         18.20000000          0.00000518          0.00003795
         18.30000000          0.00000519          0.00003822
         18.40000000          0.00000520          0.00003849
         18.50000000          0.00000521          0.00003877
         18.60000000          0.00000522          0.00003904
         18.70000000          0.00000523          0.00003932
         18.80000000          0.00000524          0.00003960
         18.90000000          0.00000525          0.00003988
         19.00000000          0.00000525          0.00004016
         19.10000000          0.00000526          0.00004044
         19.20000000          0.00000527          0.00004072
         19.30000000          0.00000528          0.00004100
         19.40000000          0.00000529          0.00004129
         19.50000000          0.00000530          0.00004157
         19.60000000          0.00000531          0.00004186
         19.70000000          0.00000532          0.00004214
         19.80000000          0.00000533          0.00004243
         19.90000000          0.00000534          0.00004272
         20.00000000          0.00000535          0.00004301
         20.10000000          0.00000536          0.00004330
         20.20000000          0.00000536          0.00004359
         20.30000000          0.00000537          0.00004388
         20.40000000          0.00000538          0.00004417
         20.50000000          0.00000539          0.00004447
         20.60000000          0.00000540          0.00004476
         20.70000000          0.00000541          0.00004506
         20.80000000          0.00000542          0.00004535
         20.90000000          0.00000543          0.00004565
         21.00000000          0.00000544          0.00004595
         21.10000000          0.00000545          0.00004625
         21.20000000          0.00000546          0.00004655
         21.30000000          0.00000547          0.00004685
         21.40000000          0.00000548          0.00004715
         21.50000000          0.00000549          0.00004746
         21.60000000          0.00000550          0.00004776
         21.70000000          0.00000551          0.00004807
         21.80000000          0.00000552          0.00004837
         21.90000000          0.00000553          0.00004868
         22.00000000          0.00000554          0.00004899
         22.10000000          0.00000555          0.00004930
         22.20000000          0.00000556          0.00004961
         22.30000000          0.00000557          0.00004992
         22.40000000          0.00000558          0.00005023
         22.50000000          0.00000558          0.00005055
         22.60000000          0.00000559          0.00005086
         22.70000000          0.00000560          0.00005118
         22.80000000          0.00000561          0.00005149
         22.90000000          0.00000562          0.00005181
         23.00000000          0.00000563          0.00005213
         23.10000000          0.00000564          0.00005245
         23.20000000          0.00000565          0.00005277
         23.30000000          0.00000566          0.00005309
         23.40000000          0.00000567          0.00005342
         23.50000000          0.00000569          0.00005374
         23.60000000          0.00000570          0.00005407
